Racial Issues,Immigration,Jobs/Employment,Other,Financial Regulation,Terrorism,Guns,LGBT Issues,Surveillance/Privacy,Budget/Taxation,Environment/Energy,Ethics,Drugs,Justice,Campaign Finance,Health Care,Veterans,Education,Abortion,Economy,Foreign Policy/National Security,Trade,Income Inequality
0.0029888944756296027,0.008606260729269425,0.00428873258293441,0.8577628801173753,0.001067135952886633,0.016118927589464947,0.0051336857938628685,0.0015586794078357084,0.0002594788406799918,0.014893681679603773,0.005700246473021638,0.008105366685467017,0.0002592663272969615,0.0026825564339914305,0.0018193270721223668,0.01479061268883408,0.0006306334641424043,0.00030591301487211157,0.0020880502449641767,0.003044254211908995,0.04637435167479672,0.0006026879542739204,0.0009183765847654256
