Racial Issues,Immigration,Terrorism,Jobs/Employment,Foreign Policy/National Security,Budget/Taxation,Financial Regulation,Guns,LGBT Issues,Environment/Energy,Health Care,Abortion,Ethics,Justice,Campaign Finance,Veterans,Drugs,Education,Other,Economy,Trade,Income Inequality,Surveillance/Privacy
0.007613586911567313,0.018396966688772547,0.013397788840489987,0.00677017168999325,0.0657318647636684,0.038002056659556936,0.0011224847974294985,0.005451806601861592,0.003038955518864569,0.002389639352044252,0.004281284097448302,0.012344994899542189,0.0053664464353961865,0.0015580804822518206,0.0012370961979852662,0.0021148837070013816,0.00011881400412155733,0.00043718209808887853,0.802607857454812,0.00619605707837004,0.0005369034793883726,0.0009793179580757175,0.0003057602832699529
